[2025-04-08 00:47:09] VENDA FÁBRICA - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 0
[2025-04-08 00:48:18] VENDA FÁBRICA - ID: 269, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 1, Posição Esteira Loja: 8
[2025-04-08 00:48:18] VENDA FÁBRICA - ID: 270, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 8
[2025-04-08 00:48:18] VENDA FÁBRICA - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 12
[2025-04-08 00:48:18] VENDA FÁBRICA - ID: 272, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 9
[2025-04-08 00:48:18] VENDA FÁBRICA - ID: 273, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 0, Posição Esteira Loja: 13
[2025-04-08 00:48:19] VENDA FÁBRICA - ID: 274, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 33, Loja: 2, Posição Esteira Loja: 9
[2025-04-08 00:48:19] VENDA FÁBRICA - ID: 275, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 10
[2025-04-08 00:48:19] VENDA FÁBRICA - ID: 276, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 35, Loja: 2, Posição Esteira Loja: 10
[2025-04-08 00:48:19] VENDA FÁBRICA - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 0, Posição Esteira Loja: 14
[2025-04-08 00:48:20] VENDA FÁBRICA - ID: 278, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 1, Posição Esteira Loja: 11
[2025-04-08 00:48:20] VENDA FÁBRICA - ID: 280, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 38, Loja: 0, Posição Esteira Loja: 15
[2025-04-08 00:48:20] VENDA FÁBRICA - ID: 279, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 39, Loja: 2, Posição Esteira Loja: 11
[2025-04-08 00:48:20] VENDA FÁBRICA - ID: 281, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 16
[2025-04-08 00:48:20] VENDA FÁBRICA - ID: 282, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 1, Posição Esteira Loja: 12
[2025-04-08 00:48:21] VENDA FÁBRICA - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 2, Loja: 2, Posição Esteira Loja: 12
[2025-04-08 00:48:21] VENDA FÁBRICA - ID: 284, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 3, Loja: 0, Posição Esteira Loja: 17
[2025-04-08 00:48:21] VENDA FÁBRICA - ID: 285, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 4, Loja: 1, Posição Esteira Loja: 13
[2025-04-08 00:48:21] VENDA FÁBRICA - ID: 286, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 5, Loja: 2, Posição Esteira Loja: 13
[2025-04-08 00:48:22] VENDA FÁBRICA - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 6, Loja: 0, Posição Esteira Loja: 18
[2025-04-08 00:48:22] VENDA FÁBRICA - ID: 288, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 7, Loja: 1, Posição Esteira Loja: 14
[2025-04-08 00:48:22] VENDA FÁBRICA - ID: 289, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 2, Posição Esteira Loja: 14
[2025-04-08 00:48:23] VENDA FÁBRICA - ID: 290, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 9, Loja: 1, Posição Esteira Loja: 15
[2025-04-08 00:48:23] VENDA FÁBRICA - ID: 291, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 10, Loja: 0, Posição Esteira Loja: 19
[2025-04-08 00:48:23] VENDA FÁBRICA - ID: 292, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 11, Loja: 0, Posição Esteira Loja: 20
[2025-04-08 00:48:23] VENDA FÁBRICA - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 12, Loja: 2, Posição Esteira Loja: 15
[2025-04-08 00:48:23] VENDA FÁBRICA - ID: 294, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 13, Loja: 1, Posição Esteira Loja: 16
[2025-04-08 00:48:24] VENDA FÁBRICA - ID: 295, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 2, Posição Esteira Loja: 16
[2025-04-08 00:48:24] VENDA FÁBRICA - ID: 296, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 17
[2025-04-08 00:48:24] VENDA FÁBRICA - ID: 297, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 0, Posição Esteira Loja: 21
[2025-04-08 00:48:25] VENDA FÁBRICA - ID: 298, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 2, Posição Esteira Loja: 17
[2025-04-08 00:48:25] VENDA FÁBRICA - ID: 299, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 18, Loja: 1, Posição Esteira Loja: 18
[2025-04-08 00:48:25] VENDA FÁBRICA - ID: 300, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 19, Loja: 0, Posição Esteira Loja: 22
[2025-04-08 00:48:26] VENDA FÁBRICA - ID: 301, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 2, Posição Esteira Loja: 18
[2025-04-08 00:48:26] VENDA FÁBRICA - ID: 302, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 19
[2025-04-08 00:48:26] VENDA FÁBRICA - ID: 303, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 0, Posição Esteira Loja: 23
[2025-04-08 00:48:26] VENDA FÁBRICA - ID: 304, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 1, Posição Esteira Loja: 20
[2025-04-08 00:48:26] VENDA FÁBRICA - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 2, Posição Esteira Loja: 19
[2025-04-08 00:48:27] VENDA FÁBRICA - ID: 306, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 25, Loja: 0, Posição Esteira Loja: 24
[2025-04-08 00:48:27] VENDA FÁBRICA - ID: 307, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 26, Loja: 1, Posição Esteira Loja: 21
[2025-04-08 00:48:27] VENDA FÁBRICA - ID: 308, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 27, Loja: 2, Posição Esteira Loja: 20
[2025-04-08 00:48:27] VENDA FÁBRICA - ID: 309, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 0, Posição Esteira Loja: 25
[2025-04-08 00:48:28] VENDA FÁBRICA - ID: 310, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 0, Posição Esteira Loja: 26
[2025-04-08 00:48:28] VENDA FÁBRICA - ID: 311, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 30, Loja: 2, Posição Esteira Loja: 21
[2025-04-08 00:48:28] VENDA FÁBRICA - ID: 312, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 22
[2025-04-08 00:48:29] VENDA FÁBRICA - ID: 313, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 22
[2025-04-08 00:48:29] VENDA FÁBRICA - ID: 314, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 33, Loja: 0, Posição Esteira Loja: 27
[2025-04-08 00:48:29] VENDA FÁBRICA - ID: 315, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 23
[2025-04-08 00:48:29] VENDA FÁBRICA - ID: 316, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 35, Loja: 2, Posição Esteira Loja: 23
[2025-04-08 00:48:30] VENDA FÁBRICA - ID: 317, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 1, Posição Esteira Loja: 24
[2025-04-08 00:48:30] VENDA FÁBRICA - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 0, Posição Esteira Loja: 28
[2025-04-08 00:48:30] VENDA FÁBRICA - ID: 319, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 2, Posição Esteira Loja: 24
[2025-04-08 00:48:30] VENDA FÁBRICA - ID: 320, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 39, Loja: 2, Posição Esteira Loja: 25
[2025-04-08 00:48:30] VENDA FÁBRICA - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 29
[2025-04-08 00:48:31] VENDA FÁBRICA - ID: 322, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 1, Posição Esteira Loja: 25
[2025-04-08 00:48:31] VENDA FÁBRICA - ID: 323, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 2, Loja: 2, Posição Esteira Loja: 26
[2025-04-08 00:48:31] VENDA FÁBRICA - ID: 324, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 3, Loja: 1, Posição Esteira Loja: 26
[2025-04-08 00:48:31] VENDA FÁBRICA - ID: 325, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 4, Loja: 0, Posição Esteira Loja: 30
[2025-04-08 00:48:32] VENDA FÁBRICA - ID: 326, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 5, Loja: 1, Posição Esteira Loja: 27
[2025-04-08 00:48:32] VENDA FÁBRICA - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 6, Loja: 2, Posição Esteira Loja: 27
[2025-04-08 00:48:32] VENDA FÁBRICA - ID: 328, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 7, Loja: 0, Posição Esteira Loja: 31
[2025-04-08 00:48:33] VENDA FÁBRICA - ID: 329, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 1, Posição Esteira Loja: 28
[2025-04-08 00:48:33] VENDA FÁBRICA - ID: 330, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 9, Loja: 0, Posição Esteira Loja: 32
[2025-04-08 00:48:33] VENDA FÁBRICA - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 10, Loja: 2, Posição Esteira Loja: 28
[2025-04-08 00:48:33] VENDA FÁBRICA - ID: 332, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 11, Loja: 1, Posição Esteira Loja: 29
[2025-04-08 00:48:33] VENDA FÁBRICA - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 12, Loja: 0, Posição Esteira Loja: 33
[2025-04-08 00:48:34] VENDA FÁBRICA - ID: 334, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 13, Loja: 2, Posição Esteira Loja: 29
[2025-04-08 00:48:34] VENDA FÁBRICA - ID: 335, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 0, Posição Esteira Loja: 34
[2025-04-08 00:48:34] VENDA FÁBRICA - ID: 336, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 30
[2025-04-08 00:48:34] VENDA FÁBRICA - ID: 337, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 2, Posição Esteira Loja: 30
[2025-04-08 00:48:35] VENDA FÁBRICA - ID: 338, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 0, Posição Esteira Loja: 35
[2025-04-08 00:48:35] VENDA FÁBRICA - ID: 339, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 18, Loja: 1, Posição Esteira Loja: 31
[2025-04-08 00:48:35] VENDA FÁBRICA - ID: 340, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 19, Loja: 2, Posição Esteira Loja: 31
[2025-04-08 00:48:35] VENDA FÁBRICA - ID: 341, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 0, Posição Esteira Loja: 36
[2025-04-08 00:48:35] VENDA FÁBRICA - ID: 342, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 32
[2025-04-08 00:48:36] VENDA FÁBRICA - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 2, Posição Esteira Loja: 32
[2025-04-08 00:48:36] VENDA FÁBRICA - ID: 344, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 1, Posição Esteira Loja: 33
[2025-04-08 00:48:36] VENDA FÁBRICA - ID: 345, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 0, Posição Esteira Loja: 37
[2025-04-08 00:48:37] VENDA FÁBRICA - ID: 346, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 25, Loja: 1, Posição Esteira Loja: 34
[2025-04-08 00:48:37] VENDA FÁBRICA - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 26, Loja: 2, Posição Esteira Loja: 33
[2025-04-08 00:48:37] VENDA FÁBRICA - ID: 348, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 27, Loja: 0, Posição Esteira Loja: 38
[2025-04-08 00:48:38] VENDA FÁBRICA - ID: 349, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 1, Posição Esteira Loja: 35
[2025-04-08 00:48:38] VENDA FÁBRICA - ID: 350, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 34
[2025-04-08 00:48:38] VENDA FÁBRICA - ID: 351, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 39
[2025-04-08 00:48:38] VENDA FÁBRICA - ID: 352, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 36
[2025-04-08 00:48:39] VENDA FÁBRICA - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 35
[2025-04-08 00:48:39] VENDA FÁBRICA - ID: 354, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 33, Loja: 0, Posição Esteira Loja: 0
[2025-04-08 00:48:39] VENDA FÁBRICA - ID: 355, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 37
[2025-04-08 00:48:39] VENDA FÁBRICA - ID: 356, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 35, Loja: 0, Posição Esteira Loja: 1
[2025-04-08 00:48:39] VENDA FÁBRICA - ID: 357, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 2, Posição Esteira Loja: 36
[2025-04-08 00:48:40] VENDA FÁBRICA - ID: 358, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 1, Posição Esteira Loja: 38
[2025-04-08 00:48:40] VENDA FÁBRICA - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 0, Posição Esteira Loja: 2
[2025-04-08 00:48:40] VENDA FÁBRICA - ID: 360, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 39, Loja: 2, Posição Esteira Loja: 37
[2025-04-08 00:48:41] VENDA FÁBRICA - ID: 361, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 1, Posição Esteira Loja: 39
[2025-04-08 00:48:41] VENDA FÁBRICA - ID: 362, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 38
[2025-04-08 00:48:41] VENDA FÁBRICA - ID: 363, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 2, Loja: 1, Posição Esteira Loja: 0
[2025-04-08 00:48:41] VENDA FÁBRICA - ID: 364, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 3, Loja: 0, Posição Esteira Loja: 3
[2025-04-08 00:48:42] VENDA FÁBRICA - ID: 365, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 39
[2025-04-08 00:48:42] VENDA FÁBRICA - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 5, Loja: 0, Posição Esteira Loja: 4
[2025-04-08 00:48:42] VENDA FÁBRICA - ID: 367, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 6, Loja: 1, Posição Esteira Loja: 1
[2025-04-08 00:48:43] VENDA FÁBRICA - ID: 368, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 7, Loja: 2, Posição Esteira Loja: 0
[2025-04-08 00:48:43] VENDA FÁBRICA - ID: 369, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 1, Posição Esteira Loja: 2
[2025-04-08 00:48:43] VENDA FÁBRICA - ID: 370, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 9, Loja: 0, Posição Esteira Loja: 5
[2025-04-08 00:48:44] VENDA FÁBRICA - ID: 371, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 10, Loja: 1, Posição Esteira Loja: 3
[2025-04-08 00:48:44] VENDA FÁBRICA - ID: 372, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 11, Loja: 2, Posição Esteira Loja: 1
[2025-04-08 00:48:44] VENDA FÁBRICA - ID: 373, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 12, Loja: 0, Posição Esteira Loja: 6
[2025-04-08 00:48:44] VENDA FÁBRICA - ID: 374, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 13, Loja: 0, Posição Esteira Loja: 7
[2025-04-08 00:48:44] VENDA FÁBRICA - ID: 375, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 2, Posição Esteira Loja: 2
[2025-04-08 00:48:45] VENDA FÁBRICA - ID: 376, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 4
[2025-04-08 00:48:45] VENDA FÁBRICA - ID: 377, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 2, Posição Esteira Loja: 3
[2025-04-08 00:48:45] VENDA FÁBRICA - ID: 378, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 1, Posição Esteira Loja: 5
[2025-04-08 00:48:45] VENDA FÁBRICA - ID: 379, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 18, Loja: 0, Posição Esteira Loja: 8
[2025-04-08 00:48:46] VENDA FÁBRICA - ID: 380, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 19, Loja: 0, Posição Esteira Loja: 9
[2025-04-08 00:48:46] VENDA FÁBRICA - ID: 381, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 2, Posição Esteira Loja: 4
[2025-04-08 00:48:46] VENDA FÁBRICA - ID: 382, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 6
[2025-04-08 00:48:47] VENDA FÁBRICA - ID: 383, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 0, Posição Esteira Loja: 10
[2025-04-08 00:48:47] VENDA FÁBRICA - ID: 384, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 2, Posição Esteira Loja: 5
[2025-04-08 00:48:47] VENDA FÁBRICA - ID: 385, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 1, Posição Esteira Loja: 7
[2025-04-08 00:48:47] VENDA FÁBRICA - ID: 386, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 25, Loja: 0, Posição Esteira Loja: 11
[2025-04-08 00:48:48] VENDA FÁBRICA - ID: 387, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 26, Loja: 2, Posição Esteira Loja: 6
[2025-04-08 00:48:48] VENDA FÁBRICA - ID: 388, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 27, Loja: 0, Posição Esteira Loja: 12
[2025-04-08 00:48:48] VENDA FÁBRICA - ID: 389, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 1, Posição Esteira Loja: 8
[2025-04-08 00:48:48] VENDA FÁBRICA - ID: 390, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 7
[2025-04-08 00:48:48] VENDA FÁBRICA - ID: 391, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 13
[2025-04-08 00:48:49] VENDA FÁBRICA - ID: 392, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 9
[2025-04-08 00:48:49] VENDA FÁBRICA - ID: 393, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 8
[2025-04-08 00:48:49] VENDA FÁBRICA - ID: 394, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 33, Loja: 0, Posição Esteira Loja: 14
[2025-04-08 00:48:50] VENDA FÁBRICA - ID: 395, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 34, Loja: 2, Posição Esteira Loja: 9
[2025-04-08 00:48:50] VENDA FÁBRICA - ID: 396, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 35, Loja: 1, Posição Esteira Loja: 10
[2025-04-08 00:48:50] VENDA FÁBRICA - ID: 397, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 0, Posição Esteira Loja: 15
[2025-04-08 00:48:50] VENDA FÁBRICA - ID: 398, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 1, Posição Esteira Loja: 11
[2025-04-08 00:48:51] VENDA FÁBRICA - ID: 399, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 2, Posição Esteira Loja: 10
[2025-04-08 00:48:51] VENDA FÁBRICA - ID: 400, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 39, Loja: 0, Posição Esteira Loja: 16
[2025-04-08 00:48:51] VENDA FÁBRICA - ID: 401, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 1, Posição Esteira Loja: 12
[2025-04-08 00:48:51] VENDA FÁBRICA - ID: 402, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 11
