[2025-04-07 13:51:02] VENDA FÁBRICA - ID: 8, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:09] VENDA FÁBRICA - ID: 269, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:09] VENDA FÁBRICA - ID: 270, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:09] VENDA FÁBRICA - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 30, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:09] VENDA FÁBRICA - ID: 272, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 31, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:10] VENDA FÁBRICA - ID: 273, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:10] VENDA FÁBRICA - ID: 274, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 33, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:10] VENDA FÁBRICA - ID: 275, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 34, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:11] VENDA FÁBRICA - ID: 276, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 35, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:11] VENDA FÁBRICA - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 36, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:11] VENDA FÁBRICA - ID: 278, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 37, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:12] VENDA FÁBRICA - ID: 279, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:12] VENDA FÁBRICA - ID: 280, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 39, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:12] VENDA FÁBRICA - ID: 281, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:12] VENDA FÁBRICA - ID: 282, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:13] VENDA FÁBRICA - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 2, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:13] VENDA FÁBRICA - ID: 284, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 3, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:13] VENDA FÁBRICA - ID: 285, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:14] VENDA FÁBRICA - ID: 286, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 5, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:14] VENDA FÁBRICA - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 6, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:14] VENDA FÁBRICA - ID: 288, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 7, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:14] VENDA FÁBRICA - ID: 289, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:14] VENDA FÁBRICA - ID: 290, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 9, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:15] VENDA FÁBRICA - ID: 291, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 10, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:15] VENDA FÁBRICA - ID: 292, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 11, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:15] VENDA FÁBRICA - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 12, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:16] VENDA FÁBRICA - ID: 294, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 13, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:16] VENDA FÁBRICA - ID: 295, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 14, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:16] VENDA FÁBRICA - ID: 296, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:16] VENDA FÁBRICA - ID: 297, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 16, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:16] VENDA FÁBRICA - ID: 298, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 17, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:17] VENDA FÁBRICA - ID: 299, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 18, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:17] VENDA FÁBRICA - ID: 300, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 19, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:17] VENDA FÁBRICA - ID: 301, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 20, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:17] VENDA FÁBRICA - ID: 302, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:18] VENDA FÁBRICA - ID: 303, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:18] VENDA FÁBRICA - ID: 304, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:18] VENDA FÁBRICA - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 24, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:18] VENDA FÁBRICA - ID: 306, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 25, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:19] VENDA FÁBRICA - ID: 307, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 26, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:19] VENDA FÁBRICA - ID: 308, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 27, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:19] VENDA FÁBRICA - ID: 309, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:19] VENDA FÁBRICA - ID: 310, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:20] VENDA FÁBRICA - ID: 311, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:20] VENDA FÁBRICA - ID: 312, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:20] VENDA FÁBRICA - ID: 313, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:21] VENDA FÁBRICA - ID: 314, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 33, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:21] VENDA FÁBRICA - ID: 315, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:21] VENDA FÁBRICA - ID: 316, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 35, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:21] VENDA FÁBRICA - ID: 317, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 36, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:22] VENDA FÁBRICA - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 37, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:22] VENDA FÁBRICA - ID: 319, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 38, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:22] VENDA FÁBRICA - ID: 320, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 39, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:22] VENDA FÁBRICA - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 0, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:23] VENDA FÁBRICA - ID: 322, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:23] VENDA FÁBRICA - ID: 323, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 2, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:23] VENDA FÁBRICA - ID: 324, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 3, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:23] VENDA FÁBRICA - ID: 325, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:23] VENDA FÁBRICA - ID: 326, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 5, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:24] VENDA FÁBRICA - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 6, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:24] VENDA FÁBRICA - ID: 328, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 7, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:24] VENDA FÁBRICA - ID: 329, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:25] VENDA FÁBRICA - ID: 330, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 9, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:25] VENDA FÁBRICA - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 10, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:25] VENDA FÁBRICA - ID: 332, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 11, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:25] VENDA FÁBRICA - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 12, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:26] VENDA FÁBRICA - ID: 334, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 13, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:26] VENDA FÁBRICA - ID: 335, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 14, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:26] VENDA FÁBRICA - ID: 336, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:26] VENDA FÁBRICA - ID: 337, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 16, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:27] VENDA FÁBRICA - ID: 338, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:27] VENDA FÁBRICA - ID: 339, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 18, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:27] VENDA FÁBRICA - ID: 340, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 19, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:27] VENDA FÁBRICA - ID: 341, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 20, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:27] VENDA FÁBRICA - ID: 342, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 21, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:28] VENDA FÁBRICA - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:28] VENDA FÁBRICA - ID: 344, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:28] VENDA FÁBRICA - ID: 345, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 24, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:28] VENDA FÁBRICA - ID: 346, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 25, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:29] VENDA FÁBRICA - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 26, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:29] VENDA FÁBRICA - ID: 348, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 27, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:29] VENDA FÁBRICA - ID: 349, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:30] VENDA FÁBRICA - ID: 350, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 29, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:30] VENDA FÁBRICA - ID: 351, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:30] VENDA FÁBRICA - ID: 352, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 31, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:30] VENDA FÁBRICA - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 32, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:31] VENDA FÁBRICA - ID: 354, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 33, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:31] VENDA FÁBRICA - ID: 355, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:31] VENDA FÁBRICA - ID: 356, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 35, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:31] VENDA FÁBRICA - ID: 357, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 36, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:31] VENDA FÁBRICA - ID: 358, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 37, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:32] VENDA FÁBRICA - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 38, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:32] VENDA FÁBRICA - ID: 360, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 39, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:32] VENDA FÁBRICA - ID: 361, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:33] VENDA FÁBRICA - ID: 362, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 1, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:33] VENDA FÁBRICA - ID: 363, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 2, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:33] VENDA FÁBRICA - ID: 364, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 3, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:33] VENDA FÁBRICA - ID: 365, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:34] VENDA FÁBRICA - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 5, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:34] VENDA FÁBRICA - ID: 367, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 6, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:34] VENDA FÁBRICA - ID: 368, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 7, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:34] VENDA FÁBRICA - ID: 369, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:35] VENDA FÁBRICA - ID: 370, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 9, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:35] VENDA FÁBRICA - ID: 371, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 10, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:35] VENDA FÁBRICA - ID: 372, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 11, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:35] VENDA FÁBRICA - ID: 373, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 12, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:35] VENDA FÁBRICA - ID: 374, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 13, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:36] VENDA FÁBRICA - ID: 375, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 14, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:36] VENDA FÁBRICA - ID: 376, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:36] VENDA FÁBRICA - ID: 377, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 16, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:36] VENDA FÁBRICA - ID: 378, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:37] VENDA FÁBRICA - ID: 379, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 18, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:37] VENDA FÁBRICA - ID: 380, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 19, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:37] VENDA FÁBRICA - ID: 381, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 20, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:38] VENDA FÁBRICA - ID: 382, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:38] VENDA FÁBRICA - ID: 383, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:38] VENDA FÁBRICA - ID: 384, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:38] VENDA FÁBRICA - ID: 385, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 24, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:39] VENDA FÁBRICA - ID: 386, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 25, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:39] VENDA FÁBRICA - ID: 387, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 26, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:39] VENDA FÁBRICA - ID: 388, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 27, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:40] VENDA FÁBRICA - ID: 389, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:40] VENDA FÁBRICA - ID: 390, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 29, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:40] VENDA FÁBRICA - ID: 391, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 30, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:40] VENDA FÁBRICA - ID: 392, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 31, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:41] VENDA FÁBRICA - ID: 393, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:41] VENDA FÁBRICA - ID: 394, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 33, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:41] VENDA FÁBRICA - ID: 395, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 34, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:41] VENDA FÁBRICA - ID: 396, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 35, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:41] VENDA FÁBRICA - ID: 397, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 36, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:42] VENDA FÁBRICA - ID: 398, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 37, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:42] VENDA FÁBRICA - ID: 399, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 38, Loja: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:42] VENDA FÁBRICA - ID: 400, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 39, Loja: 2, Posição Esteira Loja: 0
[2025-04-07 13:52:42] VENDA FÁBRICA - ID: 401, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 0, Loja: 1, Posição Esteira Loja: 0
[2025-04-07 13:52:43] VENDA FÁBRICA - ID: 402, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 0
